Stockcode,Descripiton,Cat,Sub Cat,SBU
53801-100ML-F,"EUCALYPTOL, TESTED ACCORD",Chemistry,Biochemistry IFRS & Other,Direct Assign
96599-50MG,DL-4-HYDROXY-2-KETOGLUTAR,Chemistry,Biochemistry IFRS & Other,Direct Assign
A92902-100G,"L-ASCORBIC ACID, 99%",Chemistry,Biochemistry IFRS & Other,Direct Assign
B5264-250MG,"KANAMYCIN B SULFATE SALT,",Chemistry,Biochemistry IFRS & Other,Direct Assign
B5890-5G,S-T-BUTYLMERCAPTO-L-CYSTE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P3512-1G,Stearyl palmitate,Chemistry,Biochemistry IFRS & Other,Direct Assign
P3543-10MG,POLY-L-LYSINE FITC LABELE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S8281-1L,SAFFLOWER SEED OIL FROM C,Chemistry,Biochemistry IFRS & Other,Direct Assign
08012-10MG,1-DEOXYNOJIRIMYCIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
55823-50MG,TRANS-P-COUMARIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM44647,"AFLATOXIN B1,1X1ML,20UG/M",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM46325,"AFLATOXIN G1, 1X1ML, BENZ",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
68383-120MG,ETHYL P-TOLUENESULFONATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40339,"ALPHA-PINENE,1X1ML,2000UG",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40371,"(+)-PULEGONE,1X1ML,2000UG",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
02486-1ML,"PYRIDINE, STANDARD FOR GC",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
34128-1ML,13C15- DEOXYNIVALENOL  SO,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
73605-1ML,DIMETHYL SUCCINATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
73658-10MG,GINSENOSIDE RH2,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
44293-100ML,Formate Standard for IC,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42632-50MG,CARVACROL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
G4028-50MG,GINKGOLIDE A FROM GINKGO,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
38213-25MG,Allura Red AC,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
76509-5ML,"PENTADECANE, STANDARD FOR",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
91478-250MG,"METHYL TRICOSANOATE, STAN",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
91558-5ML,"METHYL TRIDECANOATE, STAN",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
50741-5MG-F,SECOLOGANIN*,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
21719-5ML-F,"METHYL CAPRYLATE, STANDAR",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
04478-10MG,N-(2-METHYLBUTYRYL)GLYCIN,Chemistry,Reference Materials (RM),Clinical & Forensics
37921-100MG-R,4-EPIANHYDROTETRACYCLINE,Chemistry,Reference Materials (RM),Clinical & Forensics
E-022-1ML,EDDP perchlorate solution,Chemistry,Reference Materials (RM),Clinical & Forensics
O0120000,OFLOXACIN,Chemistry,Reference Materials (RM),Clinical & Forensics
32496-10MG,1-HYDROXYIBUPROFEN,Chemistry,Reference Materials (RM),Clinical & Forensics
E-060-1ML,17BETA-ESTRADIOL,Chemistry,Reference Materials (RM),Clinical & Forensics
E-063-1ML,ETHYL-BETA-D-GLUCURONIDE-,Chemistry,Reference Materials (RM),Clinical & Forensics
E-081-1ML,Etizolam,Chemistry,Reference Materials (RM),Clinical & Forensics
P1061-100MG,PROADIFEN HYDROCHLORIDE,Chemistry,Reference Materials (RM),Clinical & Forensics
P2125-1G,D-PANTETHINE ANHYDROUS,Chemistry,Reference Materials (RM),Clinical & Forensics
08902-100MG,TRIPHENYLPHOSPHINE OXIDE,Chemistry,Reference Materials (RM),Clinical & Forensics
E9876-1G,ETHYLHYDROCUPREINE HYDROC,Chemistry,Reference Materials (RM),Clinical & Forensics
96408-50MG,N-(2-PHENYLACETYL)GLYCINE,Chemistry,Reference Materials (RM),Clinical & Forensics
O-030-1ML,Oxymorphone-3-B-D-,Chemistry,Reference Materials (RM),Clinical & Forensics
14300-100G,BETAINE MONOHYDRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
30170-10G,L-CYSTEIC ACID MONOHYDRAT,Chemistry,Biochemistry IFRS & Other,Direct Assign
47729-10MG-F,N-FORMYL-MET-LEU-PHE BIOX,Chemistry,Biochemistry IFRS & Other,Direct Assign
68388-50G,Phytic acid sodium salt,Chemistry,Biochemistry IFRS & Other,Direct Assign
A0166-5G,AMPICILLIN SODIUM CELL CU,Chemistry,Biochemistry IFRS & Other,Direct Assign
G8898-1KG,"GLYCINE, ELECTROPHORESIS",Chemistry,Biochemistry IFRS & Other,Direct Assign
M0779-5G,METHYL B-D-GLUCOPYRANOSID,Chemistry,Biochemistry IFRS & Other,Direct Assign
P8765-25G,Ammonium pyrrolidinedithi,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9003-25MG,POLY-DL-ALANINE MOL WT 10,Chemistry,Biochemistry IFRS & Other,Direct Assign
108495.0025,L-VALINE FOR BIOCHEMISTRY,Chemistry,Biochemistry IFRS & Other,Direct Assign
159247-25G,"12-AMINODODECANOIC ACID,",Chemistry,Biochemistry IFRS & Other,Direct Assign
85775-5G,STEARYL STEARATE >= 98.0%,Chemistry,Biochemistry IFRS & Other,Direct Assign
C7505-50MG,"L-CYSTATHIONINE, >= 98% (",Chemistry,Biochemistry IFRS & Other,Direct Assign
E7750-1KG,N-(3-DIMETHYLAMINOPROPYL),Chemistry,Biochemistry IFRS & Other,Direct Assign
R0250-100G,D-(+)-Raffinose,Chemistry,Biochemistry IFRS & Other,Direct Assign
R0250-25G,D-(+)-Raffinose,Chemistry,Biochemistry IFRS & Other,Direct Assign
199257-1KG,"L-LACTIC ACID, 85+%, SOLU",Chemistry,Biochemistry IFRS & Other,Direct Assign
27883-1MG,"COUMESTROL BIOREAGENT, SU",Chemistry,Biochemistry IFRS & Other,Direct Assign
56250-25G,TRANS-4-HYDROXY-L-PROLINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
96090-1L,CEDAR OIL,Chemistry,Biochemistry IFRS & Other,Direct Assign
A8036-25MG,N-ACETYL HEPARIN SODIUM,Chemistry,Biochemistry IFRS & Other,Direct Assign
15736-1G,SODIUM NITRATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
46935-U,"ISOBUTYRIC ACID, 500MG, N",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
69545-10MG,KAEMPFERIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
94099-10MG,Cyanidin chloride,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
67398-1G,SODIUM NITRITE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
91282-25MG,SUDAN RED G,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
59677-1ML,"METHYL DIHYDROJASMONATE,",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
68529-1ML,ISOBUTYRALDEHYDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM18918,"F.A.M.E. MIX, C8-C24, 100",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
H5149-100MG,HENEICOSANOIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
G5882-50ML,GLUTARALDEHYDE GRADE I,Chemistry,Biochemistry IFRS & Other,Direct Assign
I1286-1G,ICARIIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
L2906-1G,LOMEFLOXACIN HYDROCHLORID,Chemistry,Biochemistry IFRS & Other,Direct Assign
L3265-25MG,LIPOTEICHOIC ACID FROM BA,Chemistry,Biochemistry IFRS & Other,Direct Assign
L3750-100G,B-LACTOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
M8377-1G,A-METHYL-DL-TRYPTOPHAN,Chemistry,Biochemistry IFRS & Other,Direct Assign
O4126-1G,"OXALOACETIC ACID, >=97% (",Chemistry,Biochemistry IFRS & Other,Direct Assign
O4386-100G,L-ORNITHINE MONOHYDROCHLO,Chemistry,Biochemistry IFRS & Other,Direct Assign
O5632-250MG,"LINOLEIC ACID, CONJUGATED",Chemistry,Biochemistry IFRS & Other,Direct Assign
P7130-100MG,PUROMYCIN AMINONUCLEOSIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S1888-1KG,"SUCROSE, CELL CULTURE TES",Chemistry,Biochemistry IFRS & Other,Direct Assign
T5251-10G,D(+)TREHALOSE DIHYDRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
850458C-25MG,16:0-18:2 PC,Chemistry,Biochemistry IFRS & Other,Direct Assign
850476C-25MG,18:1-18:0 PC,Chemistry,Biochemistry IFRS & Other,Direct Assign
850757C-1G,"16:0-18:1 PE,chloroform",Chemistry,Biochemistry IFRS & Other,Direct Assign
850757C-200MG,"16:0-18:1 PE,chloroform",Chemistry,Biochemistry IFRS & Other,Direct Assign
850802C-25MG,18:0-18:2 PE,Chemistry,Biochemistry IFRS & Other,Direct Assign
A9006-500G,DL-ASPARTIC ACID FREE ACI,Chemistry,Biochemistry IFRS & Other,Direct Assign
08339-1G,5-AMINOLEVULINIC ACID HYD,Chemistry,Biochemistry IFRS & Other,Direct Assign
11140-250G,(+)-SODIUM L-ASCORBATE BI,Chemistry,Biochemistry IFRS & Other,Direct Assign
42623-50MG,BUTYRYL-L-CARNITINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
53489-1MG,Callistephin chloride,Chemistry,Biochemistry IFRS & Other,Direct Assign
73641-50MG,HYALURONIC ACID SODIUM SA,Chemistry,Biochemistry IFRS & Other,Direct Assign
A2093-100G,Aspirin,Chemistry,Biochemistry IFRS & Other,Direct Assign
C2882-500MG,5B-CHOLESTAN-3A-OL,Chemistry,Biochemistry IFRS & Other,Direct Assign
G3293-50ML,GLUCOSE (HK) ASSAY REAGEN,Chemistry,Biochemistry IFRS & Other,Direct Assign
G3915-500G,"GLY-GLY, BIOPERFORMANCE C",Chemistry,Biochemistry IFRS & Other,Direct Assign
L5399-5MG,"LIPID A, DIPHOSPHORYL FRO",Chemistry,Biochemistry IFRS & Other,Direct Assign
77960-10MG,GINSENOSIDE RE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
38166-100MG,PHENYLACETIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42008-1MG-F,PEONIDIN-3-O-GLUCOSIDE CH,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
68527-10MG,HARPAGOSIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
110322.0100,MULTI-ELEMENT STANDARD VI,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
74856-5ML-F,(-)-LINALOOL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
30648-1ML,Diallyl disulfide,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
72669-50ML,Fructose standard for IC,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
75218-5ML,Methyl heptanoate,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
O1378-500MG,OXYCODONE HYDROCHLORIDE--,Chemistry,Reference Materials (RM),Clinical & Forensics
08984-10MG,Butyryl-L-carnitine,Chemistry,Reference Materials (RM),Clinical & Forensics
46148-100MG,"CORTICOSTERONE VETRANAL,",Chemistry,Reference Materials (RM),Clinical & Forensics
46158-250MG,"DAPSONE VETRANAL, 250 MG",Chemistry,Reference Materials (RM),Clinical & Forensics
74147-50MG,IOHEXOL,Chemistry,Reference Materials (RM),Clinical & Forensics
78710-1MG,Oleoyl-L-carnitine-(N-,Chemistry,Reference Materials (RM),Clinical & Forensics
M-023-1ML,Methamphetamine-D5 sol,Chemistry,Reference Materials (RM),Clinical & Forensics
T6501-5G,TRIAMCINOLONE ACETONIDE,Chemistry,Reference Materials (RM),Clinical & Forensics
41724-1MG,DL-THREO-CHLORAMPHENICOL-,Chemistry,Reference Materials (RM),Clinical & Forensics
92586-10MG,SUBEROYL-L-CARNITINE-(N-M,Chemistry,Reference Materials (RM),Clinical & Forensics
92661-5MG,SEBACOYL-L-CARNITINE-(N-M,Chemistry,Reference Materials (RM),Clinical & Forensics
32514-10MG,SULFAMETHOXAZOL-13C6,Chemistry,Reference Materials (RM),Clinical & Forensics
43811-50MG,GAMMA-AMINOBUTYRIC ACID,Chemistry,Reference Materials (RM),Clinical & Forensics
D-910-1ML,"Diazepam-D5, 1.0 mg/mL",Chemistry,Reference Materials (RM),Clinical & Forensics
D9257-50MG,DIHYDROTACHYSTEROL CRYSTA,Chemistry,Reference Materials (RM),Clinical & Forensics
F-040-1ML,FLUVOXAMINE MALEATE,Chemistry,Reference Materials (RM),Clinical & Forensics
E-040-10X1.2ML,ETHANOL-10 (10 AMPULES),Chemistry,Reference Materials (RM),Clinical & Forensics
P-111-1ML,PromethazineHydrochloride,Chemistry,Reference Materials (RM),Clinical & Forensics
T-910-1ML,Triazolam,Chemistry,Reference Materials (RM),Clinical & Forensics
PENNA-1MU,PENICILLIN-G SODIUM,Chemistry,Biochemistry IFRS & Other,Direct Assign
30089-500G,L-Cysteine,Chemistry,Biochemistry IFRS & Other,Direct Assign
30120-250G,L-CYSTEINE HYDROCHLORIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
79457-1MG-F,CYANIDIN CHLORIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
C7629-25G,L-CITRULLINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
E1378-5G,ESCIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
H2504-250MG,HIS-LEU,Chemistry,Biochemistry IFRS & Other,Direct Assign
H3035-5G,HYDROCORTISONE 21-ACETATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
H3149-25KU,HEPARIN SODIUM CELL CULTU,Chemistry,Biochemistry IFRS & Other,Direct Assign
P8810-500G,PHYTIC ACID SODIUM SALT H,Chemistry,Biochemistry IFRS & Other,Direct Assign
R8750-100MG,METHYL RICINOLEATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S3889-1KG,"D-SORBITOL, BIOREAGENT, C",Chemistry,Biochemistry IFRS & Other,Direct Assign
T4891-5G,TRILAURIN (C12:0),Chemistry,Biochemistry IFRS & Other,Direct Assign
12676-5MG,APIGENIN 7-O-NEOHESPERIDO,Chemistry,Biochemistry IFRS & Other,Direct Assign
C7170-1KG,CHITIN FROM SHRIMP SHELLS,Chemistry,Biochemistry IFRS & Other,Direct Assign
C7519-500ML,Choline bicarbonate,Chemistry,Biochemistry IFRS & Other,Direct Assign
E8250-5G,ESCULIN HYDRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S8534-25MG,SARSASAPOGENIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
89478-200UL-F,FLUORESCENT IEF-MARKER PI,Chemistry,Biochemistry IFRS & Other,Direct Assign
A7902-1G,2-AMINO-2-NORBORNANECARBO,Chemistry,Biochemistry IFRS & Other,Direct Assign
A7926-1G,AZLOCILLIN SODIUM,Chemistry,Biochemistry IFRS & Other,Direct Assign
F2878-250G,Ficoll  PM 70,Chemistry,Biochemistry IFRS & Other,Direct Assign
85679-500MG,"Stearic acid, standard fo",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
85769-5G,"METHYL STEARATE, STANDARD",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
52549-250MG,MELAMINE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
89117-100MG,"8-METHYL-6-NONENOIC ACID,",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
55791-100MG,METHYL MYRISTATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
76119-5G,Palmitic acid analytical,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
76176-1G,"METHYL PALMITOLEATE, STAN",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
95082-50MG,CHRYSIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
61696-1ML,HEPTALDEHYDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
69669-25MG,LEUCOMALACHITE GREEN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40392,"CINNAMALDEHYDE,1X1ML,2000",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40437,"LINALOOL,1X1ML,2000UG/ML,",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40481,"LONGIFOLENE,1X1ML,2000UG/",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
51782-1ML,(1)-LINALOOL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
51799-100MG,PUTRESCINE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
55549-5MG,"14-Deoxy-11,12-didehydroa",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
50621-5ML-F,"TERT-BUTANOL, STANDARD FO",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
AAS18-10X1ML,AMINO ACID STANDARD SOLUT,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
43016-5MG,GINSENOSIDE RG5,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
C-144-1ML,Cannabidiolic acid soluti,Chemistry,Reference Materials (RM),Clinical & Forensics
C-153-1ML,Cannabinolic acid,Chemistry,Reference Materials (RM),Clinical & Forensics
M-004-1ML,(+\-)-METHAMPHETAMINE-D5,Chemistry,Reference Materials (RM),Clinical & Forensics
32862-50MG,3-METHYL-2-QUINOXALINECAR,Chemistry,Reference Materials (RM),Clinical & Forensics
43987-50MG,(S)-MEVALONIC ACID LITHIU,Chemistry,Reference Materials (RM),Clinical & Forensics
43999-5MG,5-HYDROXYOMEPRAZOLE,Chemistry,Reference Materials (RM),Clinical & Forensics
67126-100MG,OXOLINIC ACID,Chemistry,Reference Materials (RM),Clinical & Forensics
S-010-1ML,Sildenafil solution,Chemistry,Reference Materials (RM),Clinical & Forensics
S-011-1ML,Sibutramine hydrochloride,Chemistry,Reference Materials (RM),Clinical & Forensics
B3022-1G,BECLOMETHASONE DIPROPIONA,Chemistry,Reference Materials (RM),Clinical & Forensics
34088-100MG,NITROXINIL,Chemistry,Reference Materials (RM),Clinical & Forensics
53099-10MG,BUTYRYL-L-CARNITINE-(N-ME,Chemistry,Reference Materials (RM),Clinical & Forensics
C-158-1ML,Cetirizine diHCl,Chemistry,Reference Materials (RM),Clinical & Forensics
G5875-10MG,"A-D-GLUCOSE 1,6-DIPHOSPHA",Chemistry,Biochemistry IFRS & Other,Direct Assign
G5875-250MG,"A-D-GLUCOSE 1,6-DIPHOSPHA",Chemistry,Biochemistry IFRS & Other,Direct Assign
G5882-10X10ML,GLUTARALDEHYDE GRADE I,Chemistry,Biochemistry IFRS & Other,Direct Assign
G6025-5VL,GERANYLGERANYL PYROPHOSPH,Chemistry,Biochemistry IFRS & Other,Direct Assign
G6279-1L,GLYCEROL BIOXTRA,Chemistry,Biochemistry IFRS & Other,Direct Assign
I1536-1MG,ISOORIENTIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
L2906-10G,LOMEFLOXACIN HYDROCHLORID,Chemistry,Biochemistry IFRS & Other,Direct Assign
M8378-5G,Maltotriose,Chemistry,Biochemistry IFRS & Other,Direct Assign
O3129-5G,N-OCTANOYL-N-METHYLGLUCAM,Chemistry,Biochemistry IFRS & Other,Direct Assign
O5875-100G,OXYTETRACYCLINE HYDROCHLO,Chemistry,Biochemistry IFRS & Other,Direct Assign
P7255-100MG,PUROMYCIN DIHYDROCHLORIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P7255-25MG,PUROMYCIN DIHYDROCHLORIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
T5625-1G,ALPHA-LIPOIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
850458P-25MG,16:0-18:2 PC,Chemistry,Biochemistry IFRS & Other,Direct Assign
850725C-25MG,"18:1 (Δ9-Cis) PE (DOPE),",Chemistry,Biochemistry IFRS & Other,Direct Assign
C3630-100G,"CREATINE MONOHYDRATE, >=",Chemistry,Biochemistry IFRS & Other,Direct Assign
C3646-100G,CHITOSAN FROM SHRIMP SHEL,Chemistry,Biochemistry IFRS & Other,Direct Assign
CS1020-1KT,"GLUTATHIONE ASSAY KIT, FL",Chemistry,Biochemistry IFRS & Other,Direct Assign
E4504-10MG,"CIS-8,11,14-EICOSATRIENOI",Chemistry,Biochemistry IFRS & Other,Direct Assign
E4752-1G,ELAIDYL ALCOHOL,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9381-100MG,FLUOROMETHOLONE,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9880-25ML,FLUORINERT(TM) FC-70,Chemistry,Biochemistry IFRS & Other,Direct Assign
H9017-1MG,HEPARIN DISACCHARIDE II-H,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0597-25G,PILOCARPINE NITRATE USP,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0597-5G,"PILOCARPINE NITRATE, MEET",Chemistry,Biochemistry IFRS & Other,Direct Assign
P0879-500MG,POLY-L-LYSINE HYDROBROMID,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0972-1MU,"POLYMYXIN B SULFATE, MEET",Chemistry,Biochemistry IFRS & Other,Direct Assign
P9404-100MG,POLY-L-LYSINE HYDROCHLORI,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9417-1G,"PALMITOLEIC ACID, >=98.5%",Chemistry,Biochemistry IFRS & Other,Direct Assign
S6501-100G,STREPTOMYCIN SULFATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
70079-5G,"MYRISTIC ACID, STANDARD F",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
76462-100ML,PERCHLORATE STANDARD,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
91286-100ML,MULTI CATION STANDARD 1 F,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40428,"ALPHA-TERPINEOL,1X1ML,200",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40909,"ALPHA+BETA-THUJONE,1X1ML,",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
21293-1G,"(-)-CAMPHOR, STANDARD FOR",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
47827,Sodium Cyclamate,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
69727-10MG,HEXAHYDROCURCUMIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
01388-10MG,(-)-GALLOCATECHIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32758-1ML,ZEARALENONE-13C18 SOLUTIO,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32777-1ML,AFLATOXIN G2-13C17 SOLUTI,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
51868-50MG,TRANS-CAFFEIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
68824-5G-F,CETYL ALCOHOL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
75283-2MG,N-NITROSOANABASINE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
91988-5G,TRIDECANOIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
45089-1G,"ELAIDIC ACID, STANDARD FO",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
78943-500MG,Butylated hydroxyanisole,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
119812.0500,AMMONIUM STANDARD SOLUTIO,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
X6250-5MG,XANTHOPHYLL FROM MARIGOLD,Chemistry,Biochemistry IFRS & Other,Direct Assign
F2252-25G,L(-)FUCOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
G5798-10MG,(10)-GINGEROL,Chemistry,Biochemistry IFRS & Other,Direct Assign
T5534-1G,TRIUNDECANOIN (C11:0),Chemistry,Biochemistry IFRS & Other,Direct Assign
76200-25ML,D-Panthenol,Chemistry,Biochemistry IFRS & Other,Direct Assign
850524P-1G,CHEMS cholesteryl hemisuc,Chemistry,Biochemistry IFRS & Other,Direct Assign
850725P-25MG,18:1 (9-Cis) PE (DOPE),Chemistry,Biochemistry IFRS & Other,Direct Assign
850757P-1G,16:0-18:1 PE,Chemistry,Biochemistry IFRS & Other,Direct Assign
94717-10ML-F,HEPES SODIUM SALT PH 7.5;,Chemistry,Biochemistry IFRS & Other,Direct Assign
CS0260-1KT,GLUTATHIONE ASSAY KIT,Chemistry,Biochemistry IFRS & Other,Direct Assign
CS1090-1KT,HMG-COA REDUCTASE ASSAY,Chemistry,Biochemistry IFRS & Other,Direct Assign
E4143-50MG,(-)-EPIGALLOCATECHIN GALL,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9378-5G,FICOLL TYPE 400-DL,Chemistry,Biochemistry IFRS & Other,Direct Assign
H8000-1KG,"L-HISTIDINE, REAGENTPLUS",Chemistry,Biochemistry IFRS & Other,Direct Assign
H8000-500G,"L-HISTIDINE, REAGENTPLUS",Chemistry,Biochemistry IFRS & Other,Direct Assign
P0899-1G,POLY-D-LYSINE HYDROBROMID,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9375-100G,1-10-PHENANTHROLINE MONOH,Chemistry,Biochemistry IFRS & Other,Direct Assign
X1500-1KG,D(+)XYLOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
X3375-5G,XYLITOL,Chemistry,Biochemistry IFRS & Other,Direct Assign
X4625-25MG,D-XYLULOSE >=98% (HPLC),Chemistry,Biochemistry IFRS & Other,Direct Assign
850757C-25MG,"16:0-18:1 PE,chloroform",Chemistry,Biochemistry IFRS & Other,Direct Assign
850757P-500MG,16:0-18:1 PE,Chemistry,Biochemistry IFRS & Other,Direct Assign
A9006-100G,DL-ASPARTIC ACID FREE ACI,Chemistry,Biochemistry IFRS & Other,Direct Assign
C3809-5G,"CEFTAZIDIME HYDRATE, >=90",Chemistry,Biochemistry IFRS & Other,Direct Assign
CS0720-1KT,CITRATE SYNTHASE ASSAY KI,Chemistry,Biochemistry IFRS & Other,Direct Assign
E4632-100G,ECONAZOLE NITRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
79577-50MG,Ethylparaben,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
38332-10MG,SCOPOLETIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
49639-250MG,SOLVENT YELLOW 124,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40448,Limonene 2000 ug/mL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
47844,XYLITOL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
51964-5MG,VALERENIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
