Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
M0428-500G,M0428-500G Middlebrook 7H11 Agar BaseNutriSelect P&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
N7404-100G,N7404-100G Niacin Assay MediumNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
RM09750L-10EA,RM09750L-10EA CITROBACTER FREUNDII NCTC 9750 LOW COUNT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT000127-10EA,VT000127-10EA ESCHERICHIA COLI  WDCM 00012 VITROIDS 50,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT000257-10EA,VT000257-10EA Pseudomonas aeruginosa WDCM 00025 Vitroi,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,MXQUA4VP1 Milliflex Quantum Validation Protocol A4,MXQUA4VP1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZFITFRIT3 EZFIT MANIFOLD REMOVABLE POROUS FILTER S,EZFITFRIT3,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1961 Merck Millipore India
1090820001,1090820001 ADAPTER FOR GLASS PETRI DISH FOR MAS AIR,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1453170001,"1453170001 Sensor, RCS 1 PC",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1461450020,1461450020 GSP-A. (Pseudomon./Aeromon.) 191E-20P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1463320001,1463320001 Vegetable Peptone Broth 404 10L B-1P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1464310100,"1464310100 ReadyPlate TSA ISO, FDA-BAM, EP+USP",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
71067-1EA,71067-1EA Top for sampler,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
79103-SIAL,79103 GDS PPMX REAGENT HOLDER,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MILSNSECU MILLISNAP SECURE DETECTOR,MILSNSECU,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZFDRAW01 EZ-FLUO DRAWER FOR READER,EZFDRAW01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,HFTPMSTD15 RCS HFT OS verif w/o service plan,HFTPMSTD15,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,MMQTV0KT2 Milliflex Oasis® HAWG/250mL + Quantum re,MMQTV0KT2,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
940000000000,MMCUSTKIT Milliflex Oasis pump stickers/rings,MMCUSTKIT,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,"GM00100000831 PUMP, DILUTER, VP9101",GM00100000831,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"RGQ9019341 LED, YELLOW (585), RGQ",RGQ9019341,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,BSC0NSUL21 Milliflex IQ/OQ Remote Consulting,BSC0NSUL21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
B3426-100G,B3426-100G BILE SALTS MIXTURE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT001096-10EA,VT001096-10EA LISTERIA MONOCYTOGENES SEROVAR 1/2A WDCM,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,XX2604735 3-PLACE PVC MANIFOLD,XX2604735,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1975 Merck Millipore USA
900000000000,XX2504735 3 PLACE STAINLESS STEEL MANIFOLD,XX2504735,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1975 Merck Millipore USA
900000000000,MILSNPLUG MILLISNAP PLUG,MILSNPLUG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,0XPTFETF2 NEW PTFE TUBING 2.5M+FEM.CPLING OX.APP,0XPTFETF2,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
900000000000,MINTFLSEN FLOW SENSOR FOR MAS-100 ISO NT,MINTFLSEN,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1105490500,1105490500 LISTERIA ENRICHMENT BROTH (LEB) ACC. TO,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1323720001,1323720001 MC-Media Pad Enterobacteriac 1 PC,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1190
1401419010,1401419010 Buffered Peptone Water 10 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1453890001,1453890001 Impeller Anemometer 1 PC,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
34745-100C,34745-100C GDS LISTERIA RESUSPENSION BUFFER TQ,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
48260-100G-F,"48260-100G-F D(+)-GALACTOSE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
57570-25G,"57570-25G MYO-INOSITOL, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
59886-1PAK-F,"59886-1PAK-F ANAEROB INDICATOR TEST, PGE. WITH 100  &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
63010-200,63010-200 SUPPLEMENT D SIMPLATE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
64004-100,"64004-100 MVP LIQUID SAMPLING DEVICE, 100T",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
70152-500G,70152-500G Plate Count AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,BSPMMPHEA  Additional Milliflex Head Maintenance,BSPMMPHEA,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
91986-10VL,91986-10VL PALCAM LISTERIA SELECTIVE SUPPLEMENT ACC,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,MVP78134 Box for MVP ICON w/ Silicone Case,MVP78134,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,MSPHEAD01 MICROPRESSURE PUMP HEAD FOR MFX PUMP,MSPHEAD01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1961 Merck Millipore India
900000000000,HAWGPDMCB MColi Blue water test kit,HAWGPDMCB,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,MXQTHEAD1 Head,MXQTHEAD1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
10850-25G,"10850-25G D(-)-ARABINOSE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1112770500,1112770500 M-ENDO AGAR LES FOR MICROBIOLOGY ( 51 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1466800006,1466800006 Casein LT Broth 500ml sd -6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1467870120,1467870120 TSA w. LTHThio sedi.-ICR+ 120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
39442-100ML-F,39442-100ML-F Barrit's Reagent B,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
70145-100G,70145-100G Malt Extract AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
83400-25G,"83400-25G D(+)-RAFFINOSE PENTAHYDRATE, FOR &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,MXGASKTMM Mfx Plus Head f Oasis Funnel Gasket Kit,MXGASKTMM,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,PMMEDEV22 PyroMAT remote PSV consultancy,PMMEDEV22,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MMHEADMM2 Milliflex Oasis filtration head 2,MMHEADMM2,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,MASEC0UBR Upper blue ring for MAS-100 Eco,MASEC0UBR,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,DLCARMKIT DiluCult 2 Robotic arm kit,DLCARMKIT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,MMPWRSPUK Milliflex Oasis power supply - UK,MMPWRSPUK,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,MMHEADQU1 Quantum transfer tool f Milliflex Oasis,MMHEADQU1,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,MMT00LKIT MFX Oasis Service tools,MMT00LKIT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"PPX79161 PIPETMAX 268 COVER, LOWER ROTATING PART",PPX79161,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,RGQ9019352 COOLING FLAP SOLENOID,RGQ9019352,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,"GM10044407 TIMING BELT, PLATE TRANSPORT, Y DRIVE",GM10044407,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
BK018GC,"BK018GC BUFF.PEPTON WATER 25,5G/L, 5 KG",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
SA0180-SIAL,SA0180 TRANSIA PLATE SALMONELLA GOLD,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
VT000167-10EA,VT000167-10EA LACTOCOCCUS LACTIS WDCM 00016 VITROIDS 5,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,TEFG02525 STERITEST VENT 25/PK,TEFG02525,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1937 Merck Millipore Ireland
900000000000,SYMBISL03 STERITEST SYMBIO ISL PUMP 3 M,SYMBISL03,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
02336-5VL,02336-5VL PALCAM LISTERIA SELECTIVE SUPPLEMENT ACC,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1463650006,1463650006 Plate Count Agar 200ml 508200-6P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
42875-48TESTS,42875-48TESTS HYBRISCANI MEGASPHAERA,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
67706-1VL,67706-1VL,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
76174-SIAL,"76174-SIAL Buffer pH 10.0 Blue, MVP ICON pH Probe",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),"1306 BioControl Systems, Inc"
900000000000,MECPMSTD15 MAS-100 Eco OS verif w/o service plan,MECPMSTD15,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,DNTPMSTD01 DA-100 NT preventative maintenance,DNTPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MMHNVKIT Milliflex Oasis head upgrade kit,MMHNVKIT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,ESHDISPLB ESH Display Board,ESHDISPLB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,MMH0USING MFX Oasis complete Housing,MMH0USING,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM07635028103 ASSY., CAP BLUE, F. BOTTLE 2 LTR, W/O FI",GM07635028103,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"RGQ9019326 BELT - 200MM TOOTHED SOURCE&DET, RGQ",RGQ9019326,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,"GM10045049 ASSY., LIGHT BARRIER, BCL8 SCANNER",GM10045049,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
BCS78002,_78002 MVP ICON,_78002,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),"1306 BioControl Systems, Inc"
C1026-1KG,C1026-1KG N-Z-CASE FROM BOVINE MILK,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,TQ00IHC01 ISOLATOR WORKTABLE ROUND HOLE COVER,TQ00IHC01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,MHA000P2P Pseudomonas Liquid Media Ampoule,MHA000P2P,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1975 Merck Millipore USA
900000000000,M00PMCB24 M-COLIBLUE - COLIFORM DETECTION MEDIUM,M00PMCB24,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1975 Merck Millipore USA
900000000000,"EFHAB100I EZ FIT FUNNEL 100ML BLACK M. 0,45µM IND",EFHAB100I,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MEC0DISPL DISPLAY UNIT MAS-100 ECO,MEC0DISPL,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
1442090001,1442090001 Tripod 1 ST,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1461510020,1461510020 Malt Extract Agar 194E-20P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1465250001,1465250001 Bottle Rack 6 x 1000ml 70219-1P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
1468010006,"1468010006 FTM +0,5% Tween 400ml -6P",,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
38719-500G-F,38719-500G-F Photobacterium BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
78300-SIAL,78300 MVP ICON,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
84922-500G,84922-500G Selenite Cystine BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,BSMEDEV03 Method dev consulting Milliflex,BSMEDEV03,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,SYMBISL03CN STERITEST SYMBIO ISL KIT 3 MED,SYMBISL03CN,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,TSSWVAL11 STERITEST SOFTWARE ON-SITE IQ/OQ SERVICE,TSSWVAL11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,QUAPMSTD15 Mfx Quantum OS verif w/o service plan,QUAPMSTD15,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,EZHAWG47BW EZ PAK MCE 0.45um White Gridded 47mm,EZHAWG47BW,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
910000000000,"1468510006 TSB + 0,1% Tween 1L",1468510006,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
93753-500G-F,93753-500G-F Davis Minimal BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,MASEXBTP1 Bottomplate outside for MAS-100 NT Ex,MASEXBTP1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
B3051-500G,B3051-500G Brucella Broth BaseNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
T9410-1KG,T9410-1KG TRYPTONE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000876-10EA,VT000876-10EA Enterococcus faecalis WDCM 00087 Vitroid,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,"MXPESPTCL Sampling Valve 1""1/2 TC 316 SST",MXPESPTCL,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1961 Merck Millipore India
900000000000,TCA000007 SCREW FOR BOTTLE SUPPORT C,TCA000007,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZGSWG474 EZ-PAK GSWG DIAMETER 47MM Q600,EZGSWG474,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,TZHVSV205 Steritest® NEO LIQUIDS SMALL VIAL PVDF D,TZHVSV205,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SYMBFSF01 ST SYMBIO FLAT SEAL FLEX,SYMBFSF01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,MILSNCALK MILLISNAP CALIBRATION KIT,MILSNCALK,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1092080001,1092080001 BATTERIEPACK LI-ION MAS 1 UNIT,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1460150120,1460150120 TSA w. LTHC - LI 30ml 030821E-120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
16377-500G-F,16377-500G-F MacConkey Broth purpleNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
17221-500G,17221-500G Tryptone Yeast extract AgarNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
22150-50G,"22150-50G D(+)-CELLOBIOSE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
34613-4X2.5L,34613-4X2.5L ACETONITRILE:WATER 5:95% (V/V) 10 MM AMM,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
69527-500G,69527-500G Modified Giolitti and Cantoni Broth (IS&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
73075-5VL,73075-5VL M-PA Selective Supplement,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MP1PMSTD01 Mfx+ 1 Head Prev Maint w/o contract,MP1PMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,MACGA4VP1 MAS-100 CG Validation Protocol A4,MACGA4VP1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,SYMBFLE01RU STERITEST SYMBIO FLEX  2 M RU,SYMBFLE01RU,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,PYR0MATKIT PyroMAT kit,PYR0MATKIT,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,MXSMCTS20DB MILLIFLEX  AGAR (TSA) DOUBLE BAGGED,MXSMCTS20DB,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
910000000000,RDYSTRM30 ReadyStream® Bag Holder,RDYSTRM30,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
910000000000,VHPHEADMM Milliflex® PLUS VHP head f Oasis® funnel,VHPHEADMM,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
910000000000,"1468520006 FTM + 0,1% Tween 1L",1468520006,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
940000000000,MASCGFLSE Flowsensor for  MAS-100 CG Ex,MASCGFLSE,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,ESHBM0T0R ESH Brushless motor,ESHBM0T0R,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"GM00100000371 KIT, MAINTENANCE, 6 MONTHS",GM00100000371,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"PPX79121 PLUG, 1.5"" DIA HOLE RECESSED BLK",PPX79121,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
